"ID","LookupID","sequencingID","Status","extractionID","SampleID","Cruise","Gradients","Type","project","Dataset","Station","Cast","Replicate","Datetime.local","Datetime.utc","Latitude.dec","Longitude.dec","Depth.m","Filter.um","Volume.L","Treatment","Incubation.time","Notes"
"S17C3.DCM.3um","morales_grc_rnaseq_6",327860,NA,"BD10","g2-ctd-pa.S17.C3.DCM.3um.C","mgl1704","G2","CTD","G2-ctd-pa","DCM",17,3,"C",2017-06-10 08:57:00,2017-06-10 18:57:00,32.00016667,-158,87,3,9.5,NA,NA,NA
"S18C2.DCM.3um","morales_grc_rnaseq_6",327861,NA,"BD12","g2-ctd-pa.S18.C2.DCM.3um.A","mgl1704","G2","CTD","G2-ctd-pa","DCM",18,2,"A",2017-06-11 04:54:00,2017-06-11 14:54:00,29.582,-158.002,95,3,9,NA,NA,NA
"S17C3.DCM.0_2um","morales_grc_rnaseq_6",327862,NA,"BD15","g2-ctd-pa.S17.C3.DCM.0.2um.B","mgl1704","G2","CTD","G2-ctd-pa","DCM",17,3,"B",2017-06-10 08:57:00,2017-06-10 18:57:00,32.00016667,-158,87,0.2,9.5,NA,NA,NA
"S11C2.DCM.3um","morales_grc_rnaseq_6",327863,NA,"BD17","g2-ctd-pa.S11.C2.DCM.3um.B","mgl1704","G2","CTD","G2-ctd-pa","DCM",11,2,"B",2017-06-06 06:01:00,2017-06-06 16:01:00,36.99983333,-158,50,3,10,NA,NA,NA
"S15C2.DCM.0_2um","morales_grc_rnaseq_6",327864,NA,"BD20","g2-ctd-pa.S15.C2.DCM.0.2um.B","mgl1704","G2","CTD","G2-ctd-pa","DCM",15,2,"B",2017-06-09 04:56:00,2017-06-09 14:56:00,34.00016667,-158,56,0.2,9,NA,NA,NA
"S11C2.DCM.3um","morales_grc_rnaseq_6",327865,NA,"BD21","g2-ctd-pa.S11.C2.DCM.3um.A","mgl1704","G2","CTD","G2-ctd-pa","DCM",11,2,"A",2017-06-06 06:01:00,2017-06-06 16:01:00,36.99983333,-158,50,3,10,NA,NA,NA
"S17C3.DCM.0_2um","morales_grc_rnaseq_6",327866,NA,"BD22","g2-ctd-pa.S17.C3.DCM.0.2um.C","mgl1704","G2","CTD","G2-ctd-pa","DCM",17,3,"C",2017-06-10 08:57:00,2017-06-10 18:57:00,32.00016667,-158,87,0.2,9.5,NA,NA,NA
"S17C3.DCM.3um","morales_grc_rnaseq_6",327858,NA,"BD3","g2-ctd-pa.S17.C3.DCM.3um.B","mgl1704","G2","CTD","G2-ctd-pa","DCM",17,3,"B",2017-06-10 08:57:00,2017-06-10 18:57:00,32.00016667,-158,87,3,9.5,NA,NA,NA
"S15C2.DCM.3um","morales_grc_rnaseq_6",327867,NA,"BD31","g2-ctd-pa.S15.C2.DCM.3um.B","mgl1704","G2","CTD","G2-ctd-pa","DCM",15,2,"B",2017-06-09 04:56:00,2017-06-09 14:56:00,34.00016667,-158,56,3,9,NA,NA,NA
"S11C2.DCM.0_2um","morales_grc_rnaseq_6",327868,NA,"BD35","g2-ctd-pa.S11.C2.DCM.0.2um.B","mgl1704","G2","CTD","G2-ctd-pa","DCM",11,2,"B",2017-06-06 06:01:00,2017-06-06 16:01:00,36.99983333,-158,50,0.2,10,NA,NA,NA
"S18C2.DCM.3um","morales_grc_rnaseq_6",327869,NA,"BD40","g2-ctd-pa.S18.C2.DCM.3um.C","mgl1704","G2","CTD","G2-ctd-pa","DCM",18,2,"C",2017-06-11 04:54:00,2017-06-11 14:54:00,29.582,-158.002,95,3,9,NA,NA,NA
"S15C2.DCM.3um","morales_grc_rnaseq_6",327870,NA,"BD42","g2-ctd-pa.S15.C2.DCM.3um.C","mgl1704","G2","CTD","G2-ctd-pa","DCM",15,2,"C",2017-06-09 04:56:00,2017-06-09 14:56:00,34.00016667,-158,56,3,9,NA,NA,NA
"S18C2.DCM.0_2um","morales_grc_rnaseq_6",327871,NA,"BD43","g2-ctd-pa.S18.C2.DCM.0.2um.A","mgl1704","G2","CTD","G2-ctd-pa","DCM",18,2,"A",2017-06-11 04:54:00,2017-06-11 14:54:00,29.582,-158.002,95,0.2,9,NA,NA,NA
"S15C2.DCM.0_2um","morales_grc_rnaseq_6",327872,NA,"BD46","g2-ctd-pa.S15.C2.DCM.0.2um.C","mgl1704","G2","CTD","G2-ctd-pa","DCM",15,2,"C",2017-06-09 04:56:00,2017-06-09 14:56:00,34.00016667,-158,56,0.2,9,NA,NA,NA
"S17C3.DCM.3um","morales_grc_rnaseq_6",327873,NA,"BD47","g2-ctd-pa.S17.C3.DCM.3um.A","mgl1704","G2","CTD","G2-ctd-pa","DCM",17,3,"A",2017-06-10 08:57:00,2017-06-10 18:57:00,32.00016667,-158,87,3,9.5,NA,NA,NA
"S17C3.DCM.0_2um","morales_grc_rnaseq_6",327874,NA,"BD53","g2-ctd-pa.S17.C3.DCM.0.2um.A","mgl1704","G2","CTD","G2-ctd-pa","DCM",17,3,"A",2017-06-10 08:57:00,2017-06-10 18:57:00,32.00016667,-158,87,0.2,9.5,NA,NA,NA
"S11C2.DCM.0_2um","morales_grc_rnaseq_6",327875,NA,"BD56","g2-ctd-pa.S11.C2.DCM.0.2um.C","mgl1704","G2","CTD","G2-ctd-pa","DCM",11,2,"C",2017-06-06 06:01:00,2017-06-06 16:01:00,36.99983333,-158,50,0.2,10,NA,NA,NA
"S15C2.DCM.0_2um","morales_grc_rnaseq_6",327876,NA,"BD60","g2-ctd-pa.S15.C2.DCM.0.2um.A","mgl1704","G2","CTD","G2-ctd-pa","DCM",15,2,"A",2017-06-09 04:56:00,2017-06-09 14:56:00,34.00016667,-158,56,0.2,6,NA,NA,NA
"S11C2.DCM.3um","morales_grc_rnaseq_6",327877,NA,"BD63","g2-ctd-pa.S11.C2.DCM.3um.C","mgl1704","G2","CTD","G2-ctd-pa","DCM",11,2,"C",2017-06-06 06:01:00,2017-06-06 16:01:00,36.99983333,-158,50,3,10,NA,NA,NA
"S11C2.DCM.0_2um","morales_grc_rnaseq_6",327878,NA,"BD78","g2-ctd-pa.S11.C2.DCM.0.2um.A","mgl1704","G2","CTD","G2-ctd-pa","DCM",11,2,"A",2017-06-06 06:01:00,2017-06-06 16:01:00,36.99983333,-158,50,0.2,10,NA,NA,NA
"S18C2.DCM.0_2um","morales_grc_rnaseq_6",327859,NA,"BD8","g2-ctd-pa.S18.C2.DCM.0.2um.B","mgl1704","G2","CTD","G2-ctd-pa","DCM",18,2,"B",2017-06-11 04:54:00,2017-06-11 14:54:00,29.582,-158.002,95,0.2,9,NA,NA,NA
"S18C2.DCM.3um","morales_grc_rnaseq_6",327879,NA,"BD80","g2-ctd-pa.S18.C2.DCM.3um.B","mgl1704","G2","CTD","G2-ctd-pa","DCM",18,2,"B",2017-06-11 04:54:00,2017-06-11 14:54:00,29.582,-158.002,95,3,9,NA,NA,NA
"S18C2.DCM.0_2um","morales_grc_rnaseq_6",327880,NA,"BD83","g2-ctd-pa.S18.C2.DCM.0.2um.C","mgl1704","G2","CTD","G2-ctd-pa","DCM",18,2,"C",2017-06-11 04:54:00,2017-06-11 14:54:00,29.582,-158.002,95,0.2,9,NA,NA,NA
"S15C2.DCM.3um","morales_grc_rnaseq_6",327881,NA,"BD84","g2-ctd-pa.S15.C2.DCM.3um.A","mgl1704","G2","CTD","G2-ctd-pa","DCM",15,2,"A",2017-06-09 04:56:00,2017-06-09 14:56:00,34.00016667,-158,56,3,6,NA,NA,NA
