"ID","LookupID","sequencingID","Status","extractionID","SampleID","Cruise","Gradients","Type","project","Dataset","Station","Cast","Replicate","Datetime.local","Datetime.utc","Latitude.dec","Longitude.dec","Depth.m","Filter.um","Volume.L","Treatment","Incubation.time","Notes"
"G2.REXP2.PA.Ctrl.T0.0_2um.B","morales_grc_rnaseq_6",327883,NA,"MS01","g2-inc-pa.S11.rexp2.Ctrl.T0.0.2um.B","mgl1704","G2","RRexp","G2-inc-pa","inc",11,NA,"B",2017-06-06 10:40:00,2017-06-06 20:40:00,36.9,-158,15,0.2,7,"rexp2.Ctrl","T0","Resource ratio incubation"
"G2.REXP2.PA.NPFe.T96.0_2um.B","morales_grc_rnaseq_6",327884,NA,"MS02","g2-inc-pa.S11.rexp2.NPFe.T72.0.2um.B","mgl1704","G2","RRexp","G2-inc-pa","inc",11,NA,"B",2017-06-09 10:00:00,2017-06-09 20:00:00,36.9,-158,15,0.2,8,"rexp2.NPFe","T72","Resource ratio incubation"
"G2.REXP2.PA.Ctrl.T0.3um.C","morales_grc_rnaseq_6",327885,NA,"MS04","g2-inc-pa.S11.rexp2.Ctrl.T0.3um.C","mgl1704","G2","RRexp","G2-inc-pa","inc",11,NA,"C",2017-06-06 10:40:00,2017-06-06 20:40:00,36.9,-158,15,3,7,"rexp2.Ctrl","T0","Resource ratio incubation"
"G2.REXP1.PA.LFe.T96.0_2um.C","morales_grc_rnaseq_6",327886,NA,"MS09","g2-inc-pa.S7.rexp1.LFe.T96.0.2um.C","mgl1704","G2","RRexp","G2-inc-pa","inc",7,NA,"C",2017-06-07 15:00:00,2017-06-08 01:00:00,41.4,-158,15,0.2,8,"rexp1.LFe","T96","Resource ratio incubation"
"G2.REXP1.PA.Ctrl.T96.3um.B","morales_grc_rnaseq_6",327887,NA,"MS10","g2-inc-pa.S7.rexp1.Ctrl.T96.3um.B","mgl1704","G2","RRexp","G2-inc-pa","inc",7,NA,"B",2017-06-07 15:00:00,2017-06-08 01:00:00,41.4,-158,15,3,7,"rexp1.Ctrl","T96","Resource ratio incubation"
"G2.REXP3.PA.NPFe.T96.3um.B","morales_grc_rnaseq_6",327944,NA,"MS100","g2-inc-pa.S16.rexp3.NPFe.T72.3um.B","mgl1704","G2","RRexp","G2-inc-pa","inc",16,NA,"B",2017-06-12 12:00:00,2017-06-12 22:00:00,32.9,-158,15,3,7,"rexp3.NPFe","T72","Resource ratio incubation. T0 is S16 - 2017-06-09 16:02:00 local time"
"G2.REXP1.PA.Ctrl.T96.0_2um.A","morales_grc_rnaseq_6",327945,NA,"MS101","g2-inc-pa.S7.rexp1.Ctrl.T96.0.2um.A","mgl1704","G2","RRexp","G2-inc-pa","inc",7,NA,"A",2017-06-07 15:00:00,2017-06-08 01:00:00,41.4,-158,15,0.2,7,"rexp1.Ctrl","T96","Resource ratio incubation"
"G2.REXP1.PA.Ctrl.T96.0_2um.C","morales_grc_rnaseq_6",327946,NA,"MS102","g2-inc-pa.S7.rexp1.Ctrl.T96.0.2um.C","mgl1704","G2","RRexp","G2-inc-pa","inc",7,NA,"C",2017-06-07 15:00:00,2017-06-08 01:00:00,41.4,-158,15,0.2,8,"rexp1.Ctrl","T96","Resource ratio incubation"
"G2.REXP3.PA.Ctrl.T96.3um.B","morales_grc_rnaseq_6",327947,NA,"MS103","g2-inc-pa.S16.rexp3.Ctrl.T72.3um.B","mgl1704","G2","RRexp","G2-inc-pa","inc",16,NA,"B",2017-06-12 12:00:00,2017-06-12 22:00:00,32.9,-158,15,3,7.5,"rexp3.Ctrl","T72","Resource ratio incubation. T0 is S16 - 2017-06-09 16:02:00 local time"
"G2.REXP3.PA.NPFe.T96.0_2um.C","morales_grc_rnaseq_6",327948,NA,"MS104","g2-inc-pa.S16.rexp3.NPFe.T72.0.2um.C","mgl1704","G2","RRexp","G2-inc-pa","inc",16,NA,"C",2017-06-12 12:00:00,2017-06-12 22:00:00,32.9,-158,15,0.2,8,"rexp3.NPFe","T72","Resource ratio incubation. T0 is S16 - 2017-06-09 16:02:00 local time"
"G2.REXP1.PA.Ctrl.T96.3um.C","morales_grc_rnaseq_6",327949,NA,"MS105","g2-inc-pa.S7.rexp1.Ctrl.T96.3um.C","mgl1704","G2","RRexp","G2-inc-pa","inc",7,NA,"C",2017-06-07 15:00:00,2017-06-08 01:00:00,41.4,-158,15,3,8,"rexp1.Ctrl","T96","Resource ratio incubation"
"G2.REXP1.PA.Ctrl.T0.3um.B","morales_grc_rnaseq_6",327950,NA,"MS106","g2-inc-pa.S7.rexp1.Ctrl.T0.3um.B","mgl1704","G2","RRexp","G2-inc-pa","inc",7,NA,"B",2017-06-03 15:20:00,2017-06-04 01:20:00,41.4,-158,15,3,5,"rexp1.Ctrl","T0","Resource ratio incubation"
